commit_sha,refactoring_type,instance_count,is_self_affirmed
03dbdfc557622aa5daa6e35785780991b2c8f1b6,Extract Variable,1,True
03dbdfc557622aa5daa6e35785780991b2c8f1b6,Remove Parameter,1,True
03dbdfc557622aa5daa6e35785780991b2c8f1b6,Rename Method,1,True
03dd5e114742b8f38bf33b2df188a935c3f42136,Add Parameter,1,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Add Class Annotation,1,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Change Attribute Type,1,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Change Return Type,1,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Change Type Declaration Kind,1,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Encapsulate Attribute,5,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Remove Attribute Modifier,5,False
03dd9cf26f723b656ad996edeeb16303c7e8c293,Rename Parameter,1,False
03fc488be99d332af7460023e3339a7270d974c6,Add Class Annotation,2,False
03fc488be99d332af7460023e3339a7270d974c6,Modify Method Annotation,2,False
03fc488be99d332af7460023e3339a7270d974c6,Rename Attribute,2,False
03fc488be99d332af7460023e3339a7270d974c6,Rename Method,2,False
03fc488be99d332af7460023e3339a7270d974c6,Rename Parameter,2,False
04104ca4d5943fcefff0b35558540b9225797f79,Remove Method Annotation,1,False
0418796f63b1194e5875eba567f1392f39c00b35,Split Conditional,1,False
041e9202ccba80909f0904e076f15cc38bc04e54,Change Attribute Type,2,False
042150c83082a1d7e2672accf3e67f6610db5779,Modify Method Annotation,1,False
0422c23a864110f5feaadf5a1b409687898faef3,Extract And Move Method,1,False
0429b3cff10972b370b2ab7f444c64b4aad2dad0,Change Parameter Type,1,False
0429b3cff10972b370b2ab7f444c64b4aad2dad0,Rename Parameter,1,False
042e71ecfe88b185d5ba0bcbece90fd85bc0d858,Change Attribute Type,1,False
0453bbd3b0fde274f7a40bcb4a31a983f0db82d4,Add Parameter,3,False
0453bbd3b0fde274f7a40bcb4a31a983f0db82d4,Extract Attribute,2,False
0453bbd3b0fde274f7a40bcb4a31a983f0db82d4,Rename Variable,1,False
045ecbd1ce065f93357d53fe1a98ca8eee46d708,Add Thrown Exception Type,1,False
0469fe512957985a3d8337bb4e4e75a7be95b671,Change Variable Type,2,False
0469fe512957985a3d8337bb4e4e75a7be95b671,Inline Variable,1,False
046b559c8551a15c143f76ca14756a003b5be810,Add Class Annotation,1,True
046c036ca3fee06ee7b72d18df631b7fcb4520bf,Add Parameter,2,False
0471892a5ab77e1fad2fd235c51f68b54f3e112f,Inline Method,1,False
04776b5ccd67b29f353b7c722894f82264bb43d2,Modify Class Annotation,2,False
047bdd39d50e3ffc04503165e1f710d07e66d0b9,Add Attribute Annotation,1,False
0482abb3ee74a1a9b68976016f873b03cfa5425b,Change Variable Type,1,False
048376d2a8811ce581c029699154b25d6ec6a71c,Change Attribute Type,9,False
048376d2a8811ce581c029699154b25d6ec6a71c,Change Parameter Type,19,False
048376d2a8811ce581c029699154b25d6ec6a71c,Change Return Type,11,False
048376d2a8811ce581c029699154b25d6ec6a71c,Change Variable Type,5,False
048714e11723c39816b0d183f70e538c85d73cc4,Change Attribute Access Modifier,1,True
048714e11723c39816b0d183f70e538c85d73cc4,Extract Method,2,True
048dcfd051562904a08ebc17f1926e562ec14dda,Add Method Modifier,1,False
048dcfd051562904a08ebc17f1926e562ec14dda,Change Method Access Modifier,1,False
048dcfd051562904a08ebc17f1926e562ec14dda,Move And Rename Method,1,False
048dcfd051562904a08ebc17f1926e562ec14dda,Rename Variable,1,False
048fcef83f65f624ab7231eb3564a5e643be6990,Change Return Type,2,False
04934d28ad1990aac819a065ef8715e881cb5999,Extract Interface,1,False
0495b0c959727458b1d6464550389b56874ec302,Extract Class,1,True
0495b0c959727458b1d6464550389b56874ec302,Modify Class Annotation,1,True
0495b0c959727458b1d6464550389b56874ec302,Move Method,2,True
0495b0c959727458b1d6464550389b56874ec302,Rename Class,1,True
04a4372c4c47b7872722134d246a95c10115c08e,Add Method Annotation,3,False
04a4372c4c47b7872722134d246a95c10115c08e,Change Method Access Modifier,4,False
04a4372c4c47b7872722134d246a95c10115c08e,Extract Variable,1,False
04a4372c4c47b7872722134d246a95c10115c08e,Inline Variable,2,False
04a4372c4c47b7872722134d246a95c10115c08e,Move And Rename Method,3,False
04a4372c4c47b7872722134d246a95c10115c08e,Move Attribute,1,False
04a4372c4c47b7872722134d246a95c10115c08e,Move Method,1,False
04a4372c4c47b7872722134d246a95c10115c08e,Remove Method Modifier,1,False
04a789076cd3507799c575a2cc42a27d613c81ed,Rename Method,2,False
04a789076cd3507799c575a2cc42a27d613c81ed,Rename Parameter,1,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Add Class Annotation,1,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Add Method Annotation,4,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Add Parameter,3,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Add Parameter Annotation,2,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Add Thrown Exception Type,8,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Assert Throws,11,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Change Attribute Type,2,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Change Parameter Type,3,False
04acbcc10e19b0f26f4169f7fed91e9a0aabc12d,Change Return Type,10,False
