commit_sha,refactoring_type,instance_count,is_self_affirmed
3eab52ff4cbad5ef64b67862557326a52575ad52,Change Parameter Type,1,True
3eab52ff4cbad5ef64b67862557326a52575ad52,Inline Variable,1,True
3eab52ff4cbad5ef64b67862557326a52575ad52,Remove Class Annotation,2,True
3eab52ff4cbad5ef64b67862557326a52575ad52,Rename Parameter,1,True
3eab52ff4cbad5ef64b67862557326a52575ad52,Split Attribute,1,True
3eab52ff4cbad5ef64b67862557326a52575ad52,Split Parameter,1,True
3f141fb8a1c2968c5aeeb6571236749845ca90b0,Extract Variable,3,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Add Attribute Annotation,108,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Add Class Annotation,7,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Add Method Annotation,120,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Assert Throws,8,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Change Attribute Type,108,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Change Return Type,10,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Change Variable Type,163,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Modify Method Annotation,3,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Remove Attribute Annotation,108,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Remove Class Annotation,5,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Remove Method Annotation,120,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Rename Class,1,True
3f6d40fe8eb327e4ba2e500fb3ac9578857301ea,Rename Method,10,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Change Variable Type,10,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Extract Attribute,1,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Extract Method,1,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Extract Variable,2,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Rename Variable,2,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Replace Variable With Attribute,1,True
3f81d376a3d11d905c9b85fc47f979920a4446d3,Try With Resources,1,True
3fd1a6936240757086e22a67aef02c6f7f889a4e,Change Variable Type,1,True
3fd1a6936240757086e22a67aef02c6f7f889a4e,Extract Variable,1,True
415d127390083133f7ef51405d19aa9844533fa8,Extract Variable,1,True
4189ac49e905963248816765cdba45ca4e88d353,Extract Method,2,True
41e715a5ebabd2df9f0e2e5faafa5c81e5be1b8d,Extract Variable,8,True
4269b4f75669ba12f71e294a35f09b2f7371fde6,Add Parameter,3,True
4269b4f75669ba12f71e294a35f09b2f7371fde6,Extract Variable,1,True
427a75e3bdd0d237944caeb12d426ffcf8fa94ed,Rename Attribute,1,True
427a75e3bdd0d237944caeb12d426ffcf8fa94ed,Rename Method,2,True
427a75e3bdd0d237944caeb12d426ffcf8fa94ed,Rename Parameter,1,True
427a75e3bdd0d237944caeb12d426ffcf8fa94ed,Rename Variable,2,True
43271172c4741025ad4a6bb951e1d209610e6a16,Rename Variable,1,True
43994dd95a5edfffc9145ed794731fa2b1e9c916,Add Attribute Annotation,3,True
43994dd95a5edfffc9145ed794731fa2b1e9c916,Add Attribute Modifier,3,True
43994dd95a5edfffc9145ed794731fa2b1e9c916,Change Type Declaration Kind,1,True
44c450754d8d8d0234d83d4144eb49140f05c57d,Extract Variable,1,True
45661c43dfff2c3152be107f4f9f4973794422fc,Change Attribute Type,1,True
45661c43dfff2c3152be107f4f9f4973794422fc,Remove Attribute Annotation,1,True
45661c43dfff2c3152be107f4f9f4973794422fc,Rename Attribute,1,True
4713e4067ffae250c627599874b0a33d327b36ea,Extract Variable,1,True
47a464f4cdee71da1469fba6048b05fd6b213058,Move Class,1,True
481b3ffb715ec808b3204b37fd869231ea90408e,Add Class Annotation,1,True
481b3ffb715ec808b3204b37fd869231ea90408e,Extract Method,1,True
483583afbab29cb261ed1c97e146cc0f1744015b,Rename Method,9,True
483d7fb8ef4b5a0ca33bd230f361fcb30f185f37,Rename Parameter,32,True
487e125d424c49cd35effca896080444e49c7d8e,Add Parameter,1,True
487e125d424c49cd35effca896080444e49c7d8e,Extract And Move Method,1,True
48d21446a5e3f2c38b84882ae2bb0f42903b0fef,Remove Parameter Modifier,1,True
4ac124aa9e73cc91dca062fde8c4b6af1d9f7739,Extract Variable,2,True
4b7bea3a9ed6ab69e80c97e41c101beb5cced6d1,Modify Method Annotation,1,True
4b7bea3a9ed6ab69e80c97e41c101beb5cced6d1,Remove Parameter,4,True
4b7bea3a9ed6ab69e80c97e41c101beb5cced6d1,Rename Method,1,True
4bdd651dac1e7d501228fa00e35118c3466927ad,Rename Parameter,1,True
4d28f7f298f1ee0766bd95eea52767fbe1239a4a,Add Parameter,1,True
4d28f7f298f1ee0766bd95eea52767fbe1239a4a,Extract Method,1,True
4d753cf8a51a8e6ad23e8c177d335edabeb951ef,Change Variable Type,2,True
4d753cf8a51a8e6ad23e8c177d335edabeb951ef,Remove Variable Modifier,1,True
4d753cf8a51a8e6ad23e8c177d335edabeb951ef,Rename Variable,2,True
4d7f80ca800066469f4a107b43a76b5ff6a9c97e,Extract Variable,1,True
4dc2d93167e98631c02f64242a7b8206a18948bd,Rename Attribute,1,True
4dc2d93167e98631c02f64242a7b8206a18948bd,Rename Method,1,True
505f7d32d252eeb22b536c728e07a81a5aeec51d,Rename Method,3,True
505f7d32d252eeb22b536c728e07a81a5aeec51d,Rename Parameter,1,True
51071ea3ac92d17341c178f56c1eb42aaf589953,Rename Method,3,True
51071ea3ac92d17341c178f56c1eb42aaf589953,Rename Parameter,1,True
511306e96425d7dcb5b3155d432b13c92081031a,Extract And Move Method,3,True
511306e96425d7dcb5b3155d432b13c92081031a,Modify Class Annotation,10,True
511306e96425d7dcb5b3155d432b13c92081031a,Rename Variable,2,True
5214b87c59c0973f1ff40d1f155e72b7bd18b03a,Extract Variable,2,True
537e62e7517425c83aba5cadf134893c040a4c19,Add Method Annotation,2,True
54033369ded7c5e7c2e5acd81f918b9c90b63197,Add Attribute Annotation,7,True
54033369ded7c5e7c2e5acd81f918b9c90b63197,Remove Attribute Annotation,7,True
540508a2be3c570f5c6c5883e5ae2fadb2055f8e,Try With Resources,11,True
54332e4f490c190f84b69c1991e51f68603244b0,Modify Method Annotation,1,True
54332e4f490c190f84b69c1991e51f68603244b0,Rename Parameter,2,True
54cbebf086e7bc9bdad32861c4417eb14bd0f3ad,Add Class Annotation,1,True
5516111eaf3f11f00b1137a5cf57a60f187a4042,Rename Variable,1,True
5524bcc7ce9878c4644c84fe40d2b3acd98fbeaf,Add Parameter Annotation,1,True
55b19932a1a0bad9e9afaf5cb4d3a7bd4b9b5be8,Change Variable Type,1,True
55b19932a1a0bad9e9afaf5cb4d3a7bd4b9b5be8,Rename Parameter,6,True
55b19932a1a0bad9e9afaf5cb4d3a7bd4b9b5be8,Rename Variable,201,True
55c48b4d7108f951ff7325d70433f154f04d8efe,Add Method Annotation,1,True
55e5764f6ce0f3ccf608472ae37a5dcdce6cd52f,Change Variable Type,1,True
55e5764f6ce0f3ccf608472ae37a5dcdce6cd52f,Rename Variable,1,True
55e5764f6ce0f3ccf608472ae37a5dcdce6cd52f,Split Conditional,1,True
55ec77fec1468aa6224c9f7d22ed05bc4b3ad318,Change Variable Type,9,True
55ec77fec1468aa6224c9f7d22ed05bc4b3ad318,Rename Variable,9,True
561ca969e92ebc8ec9cbc07015ee6b1e00cab1d1,Add Class Modifier,1,True
561ca969e92ebc8ec9cbc07015ee6b1e00cab1d1,Add Method Annotation,1,True
578d743a4f2727536793e98d5b526087c2721f70,Extract Variable,1,True
57ea37b8ebc7803d736f3ac0a00e1d529a66bc21,Move Class,7,True
5861cd02bfcb76847d0a37cbfcafef81bbdf0697,Add Attribute Annotation,6,True
5861cd02bfcb76847d0a37cbfcafef81bbdf0697,Add Attribute Modifier,7,True
5861cd02bfcb76847d0a37cbfcafef81bbdf0697,Change Attribute Access Modifier,1,True
5861cd02bfcb76847d0a37cbfcafef81bbdf0697,Change Type Declaration Kind,1,True
5861cd02bfcb76847d0a37cbfcafef81bbdf0697,Move And Inline Method,5,True
586a97e12ab697deab9afdf152152b2f11c2a439,Add Variable Modifier,1,True
586a97e12ab697deab9afdf152152b2f11c2a439,Change Parameter Type,1,True
586a97e12ab697deab9afdf152152b2f11c2a439,Extract And Move Method,1,True
586a97e12ab697deab9afdf152152b2f11c2a439,Extract Variable,2,True
586a97e12ab697deab9afdf152152b2f11c2a439,Remove Attribute Modifier,1,True
586a97e12ab697deab9afdf152152b2f11c2a439,Rename Parameter,2,True
586a97e12ab697deab9afdf152152b2f11c2a439,Rename Variable,1,True
586a97e12ab697deab9afdf152152b2f11c2a439,Replace Loop With Pipeline,1,True
586e97b38a6e855f910397478f645b911522778e,Change Class Access Modifier,1,True
586e97b38a6e855f910397478f645b911522778e,Inline Variable,1,True
586e97b38a6e855f910397478f645b911522778e,Move Class,1,True
586e97b38a6e855f910397478f645b911522778e,Remove Class Modifier,1,True
586e97b38a6e855f910397478f645b911522778e,Rename Attribute,35,True
586e97b38a6e855f910397478f645b911522778e,Rename Parameter,16,True
586e97b38a6e855f910397478f645b911522778e,Rename Variable,90,True
58a696ff4563000d44c4d41da7bac94076f2367f,Rename Method,7,True
59a737794944854c034420bf4b6ffa691f14abae,Modify Class Annotation,1,True
5b57491ce7b4e043f9da31d566d3e120a35f22ff,Change Attribute Type,1,True
5b57491ce7b4e043f9da31d566d3e120a35f22ff,Rename Attribute,1,True
5d0577ec186bec1d944a5cf2be14fc32087e2506,Extract Method,1,True
5d3fdaefc98be55f393fb86d3fdc1595d54cd0ab,Add Class Annotation,1,True
5d810c875eb50a5824a15f9d77249d70ede91af9,Move Class,3,True
5daf22368d4e2f2d429b591de1ba492ee870e762,Rename Method,4,True
5daf22368d4e2f2d429b591de1ba492ee870e762,Rename Parameter,2,True
5dca09d2108df6cc3a9efdbf88eb6abe66625fa6,Change Variable Type,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Add Attribute Modifier,2,True
5ddaa434b9281735e37826f71877cf66d151e78c,Add Class Modifier,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Add Parameter,2,True
5ddaa434b9281735e37826f71877cf66d151e78c,Change Attribute Type,6,True
5ddaa434b9281735e37826f71877cf66d151e78c,Change Parameter Type,14,True
5ddaa434b9281735e37826f71877cf66d151e78c,Change Type Declaration Kind,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Change Variable Type,13,True
5ddaa434b9281735e37826f71877cf66d151e78c,Extract And Move Method,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Extract Class,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Extract Interface,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Extract Variable,2,True
5ddaa434b9281735e37826f71877cf66d151e78c,Localize Parameter,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Move And Rename Class,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Move Attribute,2,True
5ddaa434b9281735e37826f71877cf66d151e78c,Move Class,4,True
5ddaa434b9281735e37826f71877cf66d151e78c,Remove Class Annotation,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Remove Method Annotation,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Remove Parameter,2,True
5ddaa434b9281735e37826f71877cf66d151e78c,Remove Parameter Annotation,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Rename Attribute,1,True
5ddaa434b9281735e37826f71877cf66d151e78c,Rename Variable,3,True
5f28291df09e060187d41df11c09bf88f7bcca9a,Change Attribute Type,2,True
5f28291df09e060187d41df11c09bf88f7bcca9a,Change Parameter Type,1,True
5f28291df09e060187d41df11c09bf88f7bcca9a,Change Variable Type,8,True
5f28291df09e060187d41df11c09bf88f7bcca9a,Rename Attribute,2,True
5f28291df09e060187d41df11c09bf88f7bcca9a,Rename Variable,5,True
6064509944b4e127bc790451ec424543d09b4776,Change Return Type,1,True
6064509944b4e127bc790451ec424543d09b4776,Extract Variable,6,True
617844fbfabcee40490e2c9689f74697ef3d801d,Rename Method,8,True
617844fbfabcee40490e2c9689f74697ef3d801d,Rename Parameter,95,True
617df86f85dc67266419b9679a884e80db212342,Add Method Annotation,4,True
63241ebc5324110ccaf7f1c4ebb6ae711bf58c5d,Add Parameter Annotation,4,True
63251d337083a226c5146886832f184ee809611f,Encapsulate Attribute,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Add Method Annotation,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Change Attribute Type,2,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Change Method Access Modifier,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Change Variable Type,2,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Extract And Move Method,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Extract Interface,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Extract Method,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Extract Variable,4,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Rename Method,1,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Rename Parameter,2,True
6374878380d6b33c2f7f52c8813975d06b1208e9,Rename Variable,1,True
6431b72acd25451033f2b18ad989b8e2f9ee101b,Add Class Annotation,20,True
6470440b74ca1f5e5905d55aea98db3c81835379,Add Class Annotation,7,True
6470440b74ca1f5e5905d55aea98db3c81835379,Add Method Annotation,1,True
6470440b74ca1f5e5905d55aea98db3c81835379,Extract Method,4,True
6470440b74ca1f5e5905d55aea98db3c81835379,Extract Variable,1,True
6470440b74ca1f5e5905d55aea98db3c81835379,Inline Variable,1,True
6470440b74ca1f5e5905d55aea98db3c81835379,Remove Attribute Annotation,1,True
6470440b74ca1f5e5905d55aea98db3c81835379,Rename Variable,1,True
6470440b74ca1f5e5905d55aea98db3c81835379,Replace Loop With Pipeline,2,True
66611601f308c9898ff2ff43389fb9a2dbdda7e5,Split Attribute,1,True
670c9ba4b33e497202dc90be875cb772b6e9e4bb,Add Parameter,2,True
670c9ba4b33e497202dc90be875cb772b6e9e4bb,Replace Variable With Attribute,10,True
676ffd8a6179bb3d43de8750b0f0644bb22f74ed,Add Parameter,1,True
67e104e660348d35a41cec3d19925a33acc03981,Inline Variable,1,True
67fce4ce0dd018b9a9a0a80f617251c6796cd6b7,Encapsulate Attribute,1,True
6848ecae954905121aec023b7906034e29346ccb,Rename Method,1,True
68afcaf8ac0f21b45ae1d8ebe2814d332f54759e,Add Variable Modifier,1,True
6912774ef5fefddb7641d0c9e4834178e5df9a9b,Add Thrown Exception Type,1,True
69b04f91797754c7badbd073818af1a97848ec14,Add Parameter,1,True
69c294125a93feaac86548070a707cadacb3b7bd,Rename Parameter,63,True
6a68887e77397e08cbd721ae43cb8b0abe7c349f,Extract Variable,2,True
6a6f5bced20f040533a2e0451e47051be00c5bc2,Add Parameter Annotation,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Add Parameter,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Change Attribute Access Modifier,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Change Attribute Type,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Change Parameter Type,2,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Change Return Type,2,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Change Variable Type,5,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Encapsulate Attribute,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Extract Subclass,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Push Down Attribute,3,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Push Down Method,1,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Remove Class Annotation,2,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Remove Parameter,3,True
6aed9df889a2a2dbc362238891e51ecbb6846efe,Rename Variable,1,True
6b014e2fc365fa21407eb36bcb7318a1117e063f,Change Attribute Type,2,True
6b5fab7e95c082d2aac6b620837745374fb07e84,Rename Variable,1,True
6b5fab7e95c082d2aac6b620837745374fb07e84,Replace Pipeline With Loop,1,True
6b96d6487f9632838e39b8dfbf907ca9247b2fa5,Extract Variable,1,True
6c94b0a3fdc4409ff468da6b49fa4d875555610f,Rename Method,1,True
6cb197a2bf35d1aba0f62e75f4e386f0d0e25c92,Add Parameter,1,True
6d4f2414e47c4391a5bb938c61a81c0ae8740789,Add Method Annotation,1,True
6d4f2414e47c4391a5bb938c61a81c0ae8740789,Change Parameter Type,1,True
6e61d7a504bfd83111a96bbcc116d81d1e9bf5ed,Extract Variable,6,True
6ed447141add5398a89d18b95b87f6757d644789,Add Attribute Annotation,34,True
6ee1b20baca0a5f85b05ca4f9c118c6a341d4c1a,Add Attribute Modifier,30,True
6ee1b20baca0a5f85b05ca4f9c118c6a341d4c1a,Change Type Declaration Kind,6,True
6ee1b20baca0a5f85b05ca4f9c118c6a341d4c1a,Encapsulate Attribute,3,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Add Attribute Modifier,1,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Change Attribute Access Modifier,21,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Change Return Type,1,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Extract Class,1,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Extract Method,4,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Inline Variable,1,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Move Method,2,True
701fc00c6392e1c6827a765abd5641fdc436ba1d,Rename Parameter,2,True
703a895b98c06d5db537c69b09cfbe575c05a0ff,Inline Variable,1,True
706e3ca0ba96dd168fd165909b478e7c70091f3e,Modify Class Annotation,2,True
708a839327a1bca43c395763ba8f662e18821653,Extract Variable,1,True
708a839327a1bca43c395763ba8f662e18821653,Split Conditional,1,True
70b066c8cde69fbe13e54620d800d66483084e1e,Change Return Type,2,True
70b066c8cde69fbe13e54620d800d66483084e1e,Extract Method,2,True
70b066c8cde69fbe13e54620d800d66483084e1e,Remove Parameter,4,True
70b066c8cde69fbe13e54620d800d66483084e1e,Rename Method,4,True
72fc8baf05b47f105f9bf39ba89f717f8d46db9a,Add Class Annotation,2,True
72fc8baf05b47f105f9bf39ba89f717f8d46db9a,Encapsulate Attribute,1,True
72fc8baf05b47f105f9bf39ba89f717f8d46db9a,Remove Attribute Annotation,1,True
72fc8baf05b47f105f9bf39ba89f717f8d46db9a,Remove Class Annotation,1,True
734cd0b00b318571701ac3b7edb5e18c8c1273f2,Change Attribute Access Modifier,2,True
734cd0b00b318571701ac3b7edb5e18c8c1273f2,Extract Variable,3,True
757a55ae8cb66f65cd733e566a195b3f34f2d4d8,Extract Variable,1,True
769fb64c58518fdca3c65082e2972610cabe6df0,Extract Variable,1,True
76df12fb93df4eac10ee2266418c99765815f491,Add Thrown Exception Type,2,True
774c1f65524fd753cebbcbe4216a5daca64907ee,Add Method Annotation,1,True
779e9bb14889ff7c64c2e166eada7f21ffebe3d4,Rename Attribute,9,True
779e9bb14889ff7c64c2e166eada7f21ffebe3d4,Rename Parameter,58,True
779e9bb14889ff7c64c2e166eada7f21ffebe3d4,Rename Variable,1,True
792f2df5322538003f23335d3858b8cfa75f675f,Change Parameter Type,1,True
792f2df5322538003f23335d3858b8cfa75f675f,Change Variable Type,1,True
792f2df5322538003f23335d3858b8cfa75f675f,Rename Parameter,1,True
792f2df5322538003f23335d3858b8cfa75f675f,Rename Variable,1,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Change Attribute Type,2,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Change Parameter Type,5,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Change Return Type,7,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Change Variable Type,9,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Extract Class,1,True
79a7a4b66abeb784870d21c65ccd10bf6f066cf0,Localize Parameter,5,True
79da12b8e5239ba96b1c632f447d64450f1c9a7e,Modify Method Annotation,18,True
7b9580b39d8c1fbca0a04b1541dc961de2333e71,Extract Variable,1,True
7bee5707dafe4130aba2de95d4ba866532efac9a,Change Attribute Type,1,True
7bee5707dafe4130aba2de95d4ba866532efac9a,Move Method,2,True
7bee5707dafe4130aba2de95d4ba866532efac9a,Rename Attribute,1,True
7c2080dd59cd9dca2e29d83b005d3b55939d5644,Add Parameter,4,True
7c2080dd59cd9dca2e29d83b005d3b55939d5644,Extract Method,2,True
7c3e179cf3673bce8e110b3754b98c45a8e4136a,Extract And Move Method,7,True
7c3e179cf3673bce8e110b3754b98c45a8e4136a,Inline Variable,2,True
7c3e179cf3673bce8e110b3754b98c45a8e4136a,Parameterize Variable,1,True
7c3e179cf3673bce8e110b3754b98c45a8e4136a,Rename Parameter,1,True
7c3e179cf3673bce8e110b3754b98c45a8e4136a,Rename Variable,3,True
7c915784e349e73dd961af4e9c61195d060bf743,Add Method Annotation,1,True
7cb9ff5c70d2ef5ae6509e8eca2c283d6cee054d,Move Class,2,True
7cb9ff5c70d2ef5ae6509e8eca2c283d6cee054d,Rename Class,1,True
7dcf26b1f175bb262d171476e3f02c946c152f58,Rename Attribute,5,True
7dcf26b1f175bb262d171476e3f02c946c152f58,Rename Parameter,108,True
7dcf26b1f175bb262d171476e3f02c946c152f58,Rename Variable,39,True
7dd371e70a81f7c907a01f3667ac683cc8886cb4,Move Class,7,True
7ddc583460ae3cff4fecdc3a953c70931dbf37f4,Add Attribute Annotation,2,True
7ddc583460ae3cff4fecdc3a953c70931dbf37f4,Add Class Annotation,4,True
7ddc583460ae3cff4fecdc3a953c70931dbf37f4,Change Attribute Type,1,True
7ddc583460ae3cff4fecdc3a953c70931dbf37f4,Modify Attribute Annotation,2,True
7e29ba7212cd61b9829e1c9e79aaad7e9cb22c25,Extract Variable,3,True
7e29ba7212cd61b9829e1c9e79aaad7e9cb22c25,Inline Variable,1,True
7e29ba7212cd61b9829e1c9e79aaad7e9cb22c25,Rename Variable,3,True
7ea5a6917beb11e10c04f4808e00bb079e3e263e,Add Method Annotation,1,True
7f449caf5277f3eeac6ace89c844f1f62ed0afcd,Add Parameter,3,True
7f449caf5277f3eeac6ace89c844f1f62ed0afcd,Change Variable Type,1,True
7f449caf5277f3eeac6ace89c844f1f62ed0afcd,Extract Method,2,True
7f449caf5277f3eeac6ace89c844f1f62ed0afcd,Remove Attribute Modifier,1,True
7f449caf5277f3eeac6ace89c844f1f62ed0afcd,Rename Variable,1,True
7fac010fa46ca48fe2537c545633aa4e577c5fb0,Rename Attribute,2,True
7fac010fa46ca48fe2537c545633aa4e577c5fb0,Rename Method,2,True
7fac010fa46ca48fe2537c545633aa4e577c5fb0,Rename Parameter,1,True
7fd5a0310ba94ee2f10c4cbf3fabf3b1f2fda53e,Change Attribute Type,1,True
7fd5a0310ba94ee2f10c4cbf3fabf3b1f2fda53e,Change Parameter Type,1,True
7fd5a0310ba94ee2f10c4cbf3fabf3b1f2fda53e,Change Return Type,1,True
804a6cbd684e88569601c6e659dd91948dfe09cc,Change Attribute Access Modifier,1,True
804a6cbd684e88569601c6e659dd91948dfe09cc,Change Variable Type,1,True
804a6cbd684e88569601c6e659dd91948dfe09cc,Rename Variable,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Add Attribute Modifier,2,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Change Attribute Type,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Change Variable Type,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Extract And Move Method,8,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Extract Class,3,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Inline Variable,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Move Attribute,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Remove Attribute Annotation,2,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Rename Attribute,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Rename Variable,1,True
80704942d87cb9f8e2b790cf0bf45d5261d67841,Replace Variable With Attribute,1,True
80edb6bfecb2c9e025a5cb3a7ac9c91fcea19955,Add Parameter,2,True
81c70ac4ca7db8172f039b52b37487f4851b8126,Rename Variable,1,True
8216aaa8cfec532fd7786ca9a18b231ba20267be,Change Variable Type,1,True
82900b9db14af72591385dfd5384021003e4fa52,Add Class Annotation,1,True
82900b9db14af72591385dfd5384021003e4fa52,Add Parameter,1,True
82900b9db14af72591385dfd5384021003e4fa52,Change Return Type,1,True
82900b9db14af72591385dfd5384021003e4fa52,Extract Method,1,True
8296b7eac4affcc23fcbd45718996f4b2d84e6e9,Extract Variable,1,True
8379ebe8ffa51bcdd0f21373ca7453cc4aa464a5,Change Return Type,1,True
8379ebe8ffa51bcdd0f21373ca7453cc4aa464a5,Change Variable Type,3,True
8379ebe8ffa51bcdd0f21373ca7453cc4aa464a5,Extract Attribute,1,True
8379ebe8ffa51bcdd0f21373ca7453cc4aa464a5,Rename Method,2,True
8379ebe8ffa51bcdd0f21373ca7453cc4aa464a5,Rename Variable,3,True
83c5b8bb767754a5a176fcc4408616ed57941cd0,Rename Method,2,True
8425dda102a47311743d103ef6ece6b842c0b1a2,Rename Class,2,True
84d61545fef45bed546e5abccc5632b592ae9b1f,Rename Variable,1,True
84da7f4d682337a0ab1a910f0fe17efe58122e20,Change Variable Type,1,True
84da7f4d682337a0ab1a910f0fe17efe58122e20,Rename Variable,1,True
854eac0848cc953f4fb085eacefdee0f14ad85e2,Extract Method,2,True
854eac0848cc953f4fb085eacefdee0f14ad85e2,Rename Variable,2,True
859458c5e9e3e0a9b9ba66c7338a307ab532a43f,Extract Method,2,True
85e75daa51d9712de533d03be5c39a2248ed2a50,Extract Method,1,True
85e75daa51d9712de533d03be5c39a2248ed2a50,Inline Variable,1,True
85e75daa51d9712de533d03be5c39a2248ed2a50,Replace Conditional With Ternary,2,True
860a52cb61df160c7e155b4f0a849e4b14c1c186,Change Variable Type,2,True
862a09e4e00fa42bfb5c6216c98da8593397ce40,Change Parameter Type,1,True
86797a2101e6313ff0da4068081ac0a8866aac02,Extract Method,3,True
86797a2101e6313ff0da4068081ac0a8866aac02,Extract Variable,2,True
86797a2101e6313ff0da4068081ac0a8866aac02,Parameterize Variable,2,True
86797a2101e6313ff0da4068081ac0a8866aac02,Rename Variable,1,True
86797a2101e6313ff0da4068081ac0a8866aac02,Replace Conditional With Ternary,1,True
86797a2101e6313ff0da4068081ac0a8866aac02,Replace Loop With Pipeline,1,True
86cabff38542c6a5f33f1b683940356bbe4475ce,Change Variable Type,1,True
86cabff38542c6a5f33f1b683940356bbe4475ce,Extract Method,1,True
86cabff38542c6a5f33f1b683940356bbe4475ce,Rename Variable,3,True
87f7533712d8d32b2cb99ac2186eb80f4630f6aa,Change Attribute Type,1,True
87f7533712d8d32b2cb99ac2186eb80f4630f6aa,Change Parameter Type,1,True
87f7533712d8d32b2cb99ac2186eb80f4630f6aa,Change Variable Type,2,True
87f7533712d8d32b2cb99ac2186eb80f4630f6aa,Try With Resources,1,True
89a29ec30e0f725d9300476cd2e3271ce9277ce2,Inline Variable,1,True
89c9eaccf5e7bc03c1b35e259d0e0752a49b97e0,Remove Thrown Exception Type,2,True
8a67cae18f473dbf1e30121860a0f760903502e4,Extract Variable,2,True
8adc4af5c3c38e99b3a35225459560f5fe77de4e,Change Return Type,1,True
8be47608755d769073c6049e24ab8750dbfd6ff9,Extract Variable,1,True
