metric_category,metric_name,refactoring_type,observation_count,unique_commit_count,median_delta,mean_delta,q1_delta,q3_delta,improvement_rate,worsening_rate
type_metric,NOF,Move And Rename Class,27,13,0.0,-0.2222222222222222,0.0,0.0,0.1111111111111111,0.0
type_metric,NOF,Move Class,704,47,0.0,0.0014204545454545455,0.0,0.0,0.0014204545454545455,0.002840909090909091
type_metric,NOF,Move Package,2,1,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,NOF,Move Source Folder,7,4,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285
type_metric,NOF,Remove Class Annotation,72,31,-1.0,-1.2361111111111112,-3.0,0.0,0.5555555555555556,0.08333333333333333
type_metric,NOF,Remove Class Modifier,16,8,0.0,0.625,0.0,1.0,0.0,0.375
type_metric,NOF,Rename Class,43,29,0.0,-0.5348837209302325,0.0,0.0,0.11627906976744186,0.023255813953488372
type_metric,NOF,Rename Package,1,1,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,NOF,Split Class,3,3,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,NOM,Add Class Annotation,73,39,0.0,-6.273972602739726,-7.0,0.0,0.4383561643835616,0.0958904109589041
type_metric,NOM,Add Class Modifier,3,3,7.0,4.666666666666667,3.0,7.5,0.3333333333333333,0.6666666666666666
type_metric,NOM,Change Class Access Modifier,38,1,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,NOM,Change Return Type,5,4,5.0,3.6,0.0,6.0,0.0,0.6
type_metric,NOM,Extract Class,109,58,0.0,-1.1376146788990826,-1.0,0.0,0.44036697247706424,0.07339449541284404
type_metric,NOM,Extract Interface,10,3,-1.0,-0.7,-1.0,-1.0,0.8,0.1
type_metric,NOM,Extract Superclass,36,10,0.0,-0.08333333333333333,-1.0,0.0,0.3055555555555556,0.2222222222222222
type_metric,NOM,Merge Class,1,1,15.0,15.0,15.0,15.0,0.0,1.0
type_metric,NOM,Modify Class Annotation,23,13,0.0,-0.08695652173913043,0.0,0.0,0.043478260869565216,0.0
type_metric,NOM,Move And Rename Class,27,13,0.0,0.037037037037037035,0.0,0.0,0.1111111111111111,0.07407407407407407
type_metric,NOM,Move Class,704,47,0.0,0.011363636363636364,0.0,0.0,0.0,0.005681818181818182
type_metric,NOM,Move Package,2,1,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,NOM,Move Source Folder,7,4,0.0,0.7142857142857143,0.0,0.5,0.0,0.2857142857142857
type_metric,NOM,Remove Class Annotation,72,31,0.0,-0.6944444444444444,0.0,0.0,0.20833333333333334,0.08333333333333333
type_metric,NOM,Remove Class Modifier,16,8,0.0,0.25,0.0,0.0,0.0,0.1875
type_metric,NOM,Rename Class,43,29,0.0,-1.2790697674418605,0.0,0.0,0.11627906976744186,0.11627906976744186
type_metric,NOM,Rename Package,1,1,2.0,2.0,2.0,2.0,0.0,1.0
type_metric,NOM,Split Class,3,3,-1.0,-1.6666666666666667,-2.5,-0.5,0.6666666666666666,0.0
type_metric,WMC,Add Class Annotation,73,39,0.0,-6.219178082191781,-7.0,0.0,0.4383561643835616,0.1095890410958904
type_metric,WMC,Add Class Modifier,3,3,7.0,5.0,3.0,8.0,0.3333333333333333,0.6666666666666666
type_metric,WMC,Change Class Access Modifier,38,1,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421
type_metric,WMC,Change Return Type,5,4,5.0,3.8,0.0,6.0,0.0,0.6
type_metric,WMC,Extract Class,109,58,-2.0,-5.431192660550459,-5.0,0.0,0.7064220183486238,0.05504587155963303
type_metric,WMC,Extract Interface,10,3,-1.0,-0.7,-1.0,-1.0,0.8,0.1
type_metric,WMC,Extract Superclass,36,10,0.0,-1.7777777777777777,-2.25,0.0,0.4444444444444444,0.19444444444444445
type_metric,WMC,Merge Class,1,1,8.0,8.0,8.0,8.0,0.0,1.0
type_metric,WMC,Modify Class Annotation,23,13,0.0,-0.08695652173913043,0.0,0.0,0.043478260869565216,0.0
type_metric,WMC,Move And Rename Class,27,13,0.0,0.25925925925925924,0.0,0.0,0.1111111111111111,0.1111111111111111
type_metric,WMC,Move Class,704,47,0.0,0.01278409090909091,0.0,0.0,0.0,0.007102272727272727
type_metric,WMC,Move Package,2,1,0.0,0.0,0.0,0.0,0.0,0.0
type_metric,WMC,Move Source Folder,7,4,0.0,1.1428571428571428,0.0,2.0,0.0,0.42857142857142855
type_metric,WMC,Remove Class Annotation,72,31,0.0,-1.2083333333333333,-1.0,0.0,0.3611111111111111,0.09722222222222222
type_metric,WMC,Remove Class Modifier,16,8,0.0,0.25,0.0,0.0,0.0,0.1875
type_metric,WMC,Rename Class,43,29,0.0,-1.5348837209302326,0.0,0.0,0.09302325581395349,0.13953488372093023
type_metric,WMC,Rename Package,1,1,2.0,2.0,2.0,2.0,0.0,1.0
type_metric,WMC,Split Class,3,3,-2.0,-2.0,-3.0,-1.0,0.6666666666666666,0.0
