metric,commit_count,delta_mean,delta_median,delta_std,delta_min,delta_max,improvement_rate_mean_pct,improvement_rate_median_pct,improvement_rate_std_pct,improved_commits,regressed_commits,unchanged_commits,improved_share_pct,regressed_share_pct,unchanged_share_pct
CC,3805,-1.42838370565046,0.0,14.313411447152117,-435.0,127.0,-7.17948790634519,0.0,56.153337350856184,648,726,2431,17.030223390275953,19.080157687253614,63.88961892247044
LOC,3805,-9.683837056504599,0.0,72.58361626532673,-1675.0,374.0,-10.752085907245645,0.0,80.29377819462036,1013,1501,1291,26.62286465177398,39.44809461235217,33.92904073587385
PC,3805,0.45755584756898815,0.0,3.211048031551573,-74.0,64.0,-19.537505196351965,0.0,53.027943807958955,412,1195,2198,10.827858081471748,31.40604467805519,57.76609724047306
