commit_sha,before_value,after_value,improvement_rate_pct
0990ccdf0b10e00772edfee7c0a6313619dda3b4,35.0,38.0,-8.571428571428571
099752fb4197d80858531f8a57a8ef7932bcac3e,44.0,44.0,0.0
09ac62c88cf884244731ebd6fd1ef9069161af19,550.0,554.0,-0.7272727272727273
09ae4e5dc6ac4edd0bb1e155aff62441fb82e62e,42.0,41.0,2.380952380952381
09c930ee556ea1688e3dd2c09cf4ae7519df24ef,524.0,525.0,-0.19083969465648853
09d14a3c271981a2dc3e3bb5ba034284ca549bfa,206.0,206.0,0.0
09e2221a5f14f3ba67518bb7b7a933482763cced,786.0,786.0,0.0
09e4cb4e0ea4ab8f6dfa2d3d74d6533195298b50,33.0,33.0,0.0
0a1f15e15d33b8e7ca9a4cd93bac1fabc65255a6,332.0,332.0,0.0
0a328cacdda0d9c31026b6362417c5a971c841ba,1092.0,1092.0,0.0
0a5867b9d35dbb7de981f1478b7553468ce07fa9,40466.0,40466.0,0.0
0a6ff80f102130549ab02187c2171c7c6aad1d91,545.0,547.0,-0.3669724770642202
0aa9347c262d28a95f4c0b57e9ec8f52f095329c,38.0,38.0,0.0
0aaccad62b17de7042f291762fc36c43078814aa,4015.0,4015.0,0.0
0ad2a305d923156e690832af78143e5ae57e2648,3.0,3.0,0.0
0b070712b751da33c8fd45f82a42886d1b47742c,200.0,206.0,-3.0
0b20aeadd58b0c8d8e8b6a599c0078b94f631a64,344.0,345.0,-0.29069767441860467
0b262f237af949cffb2afb48e1ba6df56f1a9c53,437.0,482.0,-10.297482837528605
0b2c3f6ca9810ae2f6db936d8124682e7af774d0,33199.0,33201.0,-0.006024277839693967
0b424805e5c2ac84eaddcc1bdaf5750904bf6ed5,107.0,112.0,-4.672897196261682
0b4bd47d8a472484a224579100c0df8b202e9db6,945.0,945.0,0.0
0b6fa9ff48b89e11e9bdce2f9ced56d280de8f02,12.0,15.0,-25.0
0b745431e9828875e7c86e2dcb88fe41d1302bbe,1002.0,1002.0,0.0
0bba97786b4751e5ba322a2c25dee31e2bbecf50,4333.0,4333.0,0.0
0bbd7109ecd924f85b2ef59b1e397c149a62f1a8,18479.0,18479.0,0.0
0c30dc14b3ba20caa5cb1a0cdb70c8fcc264f903,4685.0,4691.0,-0.128068303094984
0c39d07f1d847d17cf924cf7a8b41c9c2009eb0c,714.0,712.0,0.2801120448179272
0c43d77ed315d46d34eb43add654adf8977148da,3545.0,3545.0,0.0
0c448b99b81662210b2f03d2608d3bf7db2d4323,2153.0,2154.0,-0.046446818392940084
0c4604b2427e59eed3e7a6fb54f95c69e7bfda7f,414.0,414.0,0.0
0c4ebe1b2d5d0ed1bb7ea972a31095b7b83dc7d6,1145.0,1148.0,-0.26200873362445415
0c636f709cf122684b2adc97355899ea357d9ffd,218.0,218.0,0.0
0c7b065adb9242e66e67ac2725eafab750a355d3,141.0,156.0,-10.638297872340425
0c8c53f47743a5df8edf8fd4c86a8fb151afa5fc,7102.0,7085.0,0.23936919177696422
0c9c7cf77038a0031f84a7cb74cd83c7a11f5d98,3984.0,3984.0,0.0
0cdb1aed062f7614678e78c4cb4fbe4b9763019c,127.0,141.0,-11.023622047244094
0cfc3ee9c827fa70ced17357b2c4994532e4e5e0,549.0,541.0,1.4571948998178506
0d27f23ebf2a3fb927fb2df8dd02bb6de008b3b7,40467.0,40467.0,0.0
0d389cca63f1c60ea25295c2ce25fe5f5cce4f1a,8139.0,8144.0,-0.06143260842855387
0d468b6d17410a03260541e90310ed1500b480d9,114.0,105.0,7.894736842105263
0d56700c9f942ca403c558e89d0ab9ee591f4ca1,400.0,400.0,0.0
0d714ad6e3e7c5907c6f17535a55275132b51f7c,46429.0,0.0,100.0
0d7a9883a5af68726aa6a5b74575042add8f9c33,90.0,90.0,0.0
0d7f12b1ccb698d3080d9aec764f12057242e376,112.0,112.0,0.0
0d8f903a87557cef81d6234ba3fa77195cd35fec,49.0,50.0,-2.0408163265306123
0db4af8869a6aa6007114e193e77b92fbe6083e5,721.0,717.0,0.5547850208044383
0df1874a6048a6b554f9b43ca46808aa0c874729,318.0,318.0,0.0
0e1a6438d8df674f6d419ad106f92f744a2cdbbb,810.0,813.0,-0.3703703703703704
0e1d4756c2b10962e1760304c28bb578655301d0,103.0,107.0,-3.8834951456310676
0e1f8ccd3c2f37cbac1e2a75824333fd0322bd1d,40466.0,40466.0,0.0
0e5e88b78e0841ee101978543e15ed590b92dc1f,576.0,576.0,0.0
0e727846338d9392cfa476151569c96f42af1d5c,59.0,59.0,0.0
0e74dd792d1799de6c34d81bd75d6fbe9d2f0267,14.0,14.0,0.0
0e79a114b26d7b4c2e0c11dbc50be55762d5c716,255.0,274.0,-7.450980392156863
0e96be8e11654833c702cf0b50cfced1f21cd379,86.0,90.0,-4.651162790697675
0e987ae3b52fd2b115e34581e62d2685b79f2915,18479.0,18495.0,-0.08658477190324151
0ea55820c95a05be2c79c2f672e2285f0bbe7192,65.0,69.0,-6.153846153846154
0ea5c5cf4faca75b5260701a78d1d2e7caf22d09,145.0,152.0,-4.827586206896552
0ebff2f300f21702572b03c44c028a702320012a,6709.0,6712.0,-0.044716053063049634
0ed9a5d8b27e5ac8f39194b03fea782cd0cb81d7,1366.0,1365.0,0.07320644216691069
0f05acbacfcad36fdba6fc722f321a62fda639dc,545.0,545.0,0.0
0f0d022938945e101b3d2b1c1759f83a365274a5,31.0,32.0,-3.225806451612903
0f373e07f09eeab74a21bdf90ce214a636bc9e74,51.0,161.0,-215.68627450980392
0f419c2467849e003b91401ae947a39f0260208a,5380.0,5379.0,0.01858736059479554
0f597ac53e19f4f67c36eea5e2a06fd1a81e769c,166.0,160.0,3.614457831325301
0f5a101842212eb5a94ee6532b37a91f4ea8193f,281.0,279.0,0.7117437722419928
0f5bfcc424da1bc15e29fcaca89f8f54b238f4ff,542.0,543.0,-0.18450184501845018
0f5f6c86c550fc22e1f7f01ae79a23e1aebd90a7,6.0,17.0,-183.33333333333331
0f8e57c745977dbe46d6ed6286b2422ae6cea15f,11.0,10.0,9.090909090909092
0fb09e7854b83a38cbeee5d6206ca001f1301b06,565.0,565.0,0.0
0fc3bda42c0f9f66147eb182177dfd601844ab77,391.0,391.0,0.0
0fc837c57f7fe1ca27e0fdf064f1dd2896816435,6892.0,6891.0,0.014509576320371444
0fd56bf108307c91f278c46c7b816bb8c11c7c54,39.0,39.0,0.0
0fe19b9747832bfb618bf1f06831d7df27bc2998,188.0,190.0,-1.0638297872340425
102026e551009a54707f6849efaa7b4cb830b289,294.0,294.0,0.0
102953c1ea9ba1a0a52b2084f474ea2b3460c979,197.0,204.0,-3.5532994923857872
103e490461a4d171003a4f9eb48a3f01f557bf59,251.0,255.0,-1.593625498007968
10492f356008a5755dabff8caf46ce2be9444aee,495.0,495.0,0.0
1055c91db35b2e29eaac3369b96b24e29b5ef507,1.0,6.0,-500.0
10574fc1d3faa7a6fbf066b7bf27a9e747f30b15,161.0,162.0,-0.6211180124223602
109320d0c4698258578c4dcc0cf19bbc89244929,13.0,13.0,0.0
10932a6990e3f7950cc605a7478b07b9268f8dd3,165.0,165.0,0.0
10d805c4c935b82673e7801f54f839dbe5369ada,38.0,40.0,-5.263157894736842
10ecfe57e496b7ec6c04c6098548bc1dfe71063d,7085.0,7096.0,-0.155257586450247
10f47a2c45c234a1c640c076f47eca1866f851da,1.0,2.0,-100.0
1113f3cce140962e2814552f47a5ab5cc65b93fc,10.0,13.0,-30.0
1118d66453425aeae6a526150c4a6100ad652a16,27.0,27.0,0.0
11264bdca7b81933808e83eec069bc59f877e900,1133.0,1133.0,0.0
1126c09385286f6398568f32f58ffb7bddfd186b,77.0,77.0,0.0
11271d79070c12cc98926ee73941e87cde532a63,25.0,22.0,12.0
11298f82ef5d3e71ab4033176de29e3d53af5792,8.0,8.0,0.0
113889c2ce0a2f0a6365cd48400457fca5982d4e,2.0,2.0,0.0
113b5292cd863d2833efc8b7efc1ab2d5d73e5f4,507.0,507.0,0.0
113d1a1086dc57a27e4c7fcc1e19e8fe5e9871c0,47.0,46.0,2.127659574468085
115002797f720ce00088da9bad6eaa9eec1555a4,3.0,0.0,100.0
115474f9a46fc3e1b8985253c397e5b45af66164,5.0,7.0,-40.0
115ee39157f2725089a629ecffbebe78ac4ed0b5,32290.0,32291.0,-0.003096934035305048
117cfd9b83a10b67f2c5e73a3fb084e5ceaa31cb,24.0,25.0,-4.166666666666666
117e69908ca5420b578549e97438631b9d744643,29.0,32.0,-10.344827586206897
118eb61246b3b13fe6bc1cf6ee6d9ac87492946a,80.0,82.0,-2.5
11c7041444955662cebc0e8906c8a0fa65754600,86.0,87.0,-1.1627906976744187
11d7a64fa874d6b6f1e04c7fae96dd0c7cebab05,163.0,167.0,-2.4539877300613497
11dc7fe891428436513bd2f9f14893074f290ef2,705.0,705.0,0.0
11ea8d92e8c0e32cca87aac506ea991a0e75982e,2141.0,2170.0,-1.35450723960766
11f5c8e8725e47f0ed3448472082164b31b57598,188.0,192.0,-2.127659574468085
121b11277fe192be4d2b85f53cdeea7f649b322c,73.0,94.0,-28.767123287671232
122f93f8c1371a8e3e989c90712b062047d863ee,4165.0,4170.0,-0.12004801920768307
1248afe23137fc85932405a05a4577d348817ff7,6700.0,6720.0,-0.2985074626865672
12793e581b5b36365d359fef6dce8862b45d6e8d,159.0,159.0,0.0
129432dcbd815aa75b6e52e057f09cdc701e5747,22.0,22.0,0.0
129f204c01597de0785c777488184c9f9f779d1b,4450.0,4475.0,-0.5617977528089888
12af15952b5cf753bb3433f831b321148037b7ec,502.0,502.0,0.0
12ba0b6a26e5fd288f78e11f68a2795e88e9f598,21.0,29.0,-38.095238095238095
12c88e5eeb5cb3447cedce4a742f0211d84ec7e1,11.0,11.0,0.0
130fc0545a42dc00ceb81ad12f586d4af1e9880f,42.0,42.0,0.0
132b36ed70e26d64a8226710f0b7759a4d5dbdf3,54.0,54.0,0.0
1341e5cf45c6d7a2274e13809b929deb64be78fe,176.0,172.0,2.272727272727273
134cc5ca88129cd54e2b1eb07364d12f1d91003c,40466.0,40465.0,0.0024712103988533585
1362724de33217f62e9fe674f9955e9afcdc3653,40466.0,40466.0,0.0
1388d8f03c45549c4be3d22fec256032d36b8f5a,868.0,856.0,1.3824884792626728
139f9f7755ffdaaeee0c31d1c4a5f2834d6804c4,4.0,4.0,0.0
13cbcfb47ec032a25cd1c1abd630e05768c09d5a,255.0,255.0,0.0
13d4bd4be33ad133e8f6bf93007b6e520302ba60,0.0,22.0,
13db43e6aafdfd28b5b7fc14d98f7aed8fd317ae,6847.0,6852.0,-0.0730246823426318
13e406b6f5ab09db4a780db9cd5351b32e9dcefb,18.0,18.0,0.0
13f776bcba0e235465198616fc7117d5d1fa9d6d,22.0,19.0,13.636363636363635
13ffa19d9491d4fccc46858adb17bb71442fa7df,35.0,36.0,-2.857142857142857
140526eae87bdc87115d3410115214edd685ff67,346.0,346.0,0.0
1407e9e0281254100a4988b6626930ede1a2e0c2,892.0,918.0,-2.914798206278027
140f9c4ecb5fbf34b6f3e68c56418d64a9b7ec13,114.0,114.0,0.0
142194a4c23db9e4771c9bebcef013f6d8af1acb,15.0,15.0,0.0
142528a95692729c36730d836c1f0aa3196b78b1,16.0,16.0,0.0
14315a89632374241b86a9b491d7e04ef6984e1d,125.0,126.0,-0.8
143d2abdf1f2ce28f29a3137c2500e583446b5cd,225933.0,725.0,99.67910840824491
144d06b2f0ad9708c19b89112b6f05d38a9a83d6,1250.0,1250.0,0.0
1467d83a5eddd02ba4bd3fb803715669da6f1aef,81.0,94.0,-16.049382716049383
146ec9b8fec9c36a5b98f28c34ed90a842d20bf5,18.0,18.0,0.0
148803a6e9ab52f19a2b5e8aa3c7a7751f519cdc,40466.0,40467.0,-0.0024712103988533585
148ad4999d68f04c436944cc88f12c055b4f9fa1,418.0,438.0,-4.784688995215311
14b9a548070bd6ec14d20eb5516030a1e10bcd00,2.0,2.0,0.0
14ce160a0fa4d58d193665569bac934a53716361,1207.0,1207.0,0.0
14ece7878651ea171cedde29c2b41e5cdff13b96,630.0,630.0,0.0
14fd81bba3dd4befcfe659066390ce6002e4a9f9,7061.0,7079.0,-0.2549213992352358
1509662941faa0ef59a949ba002721fbac091482,84.0,73.0,13.095238095238097
150ef6148eabd1a3f339cc77736a71e25316473c,13.0,11.0,15.384615384615385
1539987bd6af3ec120c2ae994cde501d5fc1c0d0,94.0,94.0,0.0
1542bb02e6470657d547629acbef4ca323afb640,1047.0,1054.0,-0.6685768863419294
154dbd269554236c48dc5431704f62da0546265b,57.0,64.0,-12.280701754385964
15823f16ec0e5811896789b9df139b03a80e7e6e,21.0,21.0,0.0
1584b7ed05a43d63b1de03fbc0e2ff8e0234e348,29.0,31.0,-6.896551724137931
158b33a821f044f7e0ffe0bf3ae20c65cdfbf64b,32.0,37.0,-15.625
15a0d0c601944cf61b11b88022e5613075b5c3cb,6741.0,6744.0,-0.04450378282153983
