commit_sha,metric,before_total,after_total,delta_total,observation_count,improvement_rate_pct
0570418f8636e4fcba7754a27f38105ab1c8709d,WMC,1.0,1.0,0.0,1,0.0
057e9658c6d74c608fd58a2084867127ec003497,DIT,0.0,0.0,0.0,2,
057e9658c6d74c608fd58a2084867127ec003497,FANIN,2.0,3.0,1.0,2,-50.0
057e9658c6d74c608fd58a2084867127ec003497,FANOUT,2.0,2.0,0.0,2,0.0
057e9658c6d74c608fd58a2084867127ec003497,LCOM,-1.0,-1.0,0.0,2,
057e9658c6d74c608fd58a2084867127ec003497,LOC,118.0,121.0,3.0,2,-2.5423728813559325
057e9658c6d74c608fd58a2084867127ec003497,NOF,1.0,1.0,0.0,2,0.0
057e9658c6d74c608fd58a2084867127ec003497,NOM,7.0,7.0,0.0,2,0.0
057e9658c6d74c608fd58a2084867127ec003497,WMC,12.0,13.0,1.0,2,-8.333333333333332
0587ad53c5fe4c92c865bfa161e42bde971615c8,DIT,0.0,0.0,0.0,1,
0587ad53c5fe4c92c865bfa161e42bde971615c8,FANIN,0.0,0.0,0.0,1,
0587ad53c5fe4c92c865bfa161e42bde971615c8,FANOUT,5.0,5.0,0.0,1,0.0
0587ad53c5fe4c92c865bfa161e42bde971615c8,LCOM,0.25,0.25,0.0,1,0.0
0587ad53c5fe4c92c865bfa161e42bde971615c8,LOC,85.0,82.0,-3.0,1,3.5294117647058822
0587ad53c5fe4c92c865bfa161e42bde971615c8,NOF,4.0,4.0,0.0,1,0.0
0587ad53c5fe4c92c865bfa161e42bde971615c8,NOM,8.0,8.0,0.0,1,0.0
0587ad53c5fe4c92c865bfa161e42bde971615c8,WMC,8.0,8.0,0.0,1,0.0
0595378a14e3fca187500960ee16af502b7b17fe,DIT,0.0,0.0,0.0,1,
0595378a14e3fca187500960ee16af502b7b17fe,FANIN,2.0,3.0,1.0,1,-50.0
0595378a14e3fca187500960ee16af502b7b17fe,FANOUT,0.0,3.0,3.0,1,
0595378a14e3fca187500960ee16af502b7b17fe,LCOM,0.0,-1.0,-1.0,1,
0595378a14e3fca187500960ee16af502b7b17fe,LOC,23.0,62.0,39.0,1,-169.56521739130434
0595378a14e3fca187500960ee16af502b7b17fe,NOF,2.0,0.0,-2.0,1,100.0
0595378a14e3fca187500960ee16af502b7b17fe,NOM,2.0,10.0,8.0,1,-400.0
0595378a14e3fca187500960ee16af502b7b17fe,WMC,2.0,11.0,9.0,1,-450.0
05b27028dd429dc1afd0cde262c1b30ad3def29d,DIT,0.0,0.0,0.0,2,
05b27028dd429dc1afd0cde262c1b30ad3def29d,FANIN,2.0,2.0,0.0,2,0.0
05b27028dd429dc1afd0cde262c1b30ad3def29d,FANOUT,5.0,7.0,2.0,2,-40.0
05b27028dd429dc1afd0cde262c1b30ad3def29d,LCOM,0.0,0.0,0.0,2,
05b27028dd429dc1afd0cde262c1b30ad3def29d,LOC,63.0,59.0,-4.0,2,6.349206349206349
05b27028dd429dc1afd0cde262c1b30ad3def29d,NOF,2.0,4.0,2.0,2,-100.0
05b27028dd429dc1afd0cde262c1b30ad3def29d,NOM,12.0,10.0,-2.0,2,16.666666666666664
05b27028dd429dc1afd0cde262c1b30ad3def29d,WMC,14.0,12.0,-2.0,2,14.285714285714285
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,DIT,0.0,0.0,0.0,1,
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,FANIN,0.0,0.0,0.0,1,
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,FANOUT,0.0,0.0,0.0,1,
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,LCOM,0.0,0.0,0.0,1,
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,LOC,33.0,76.0,43.0,1,-130.3030303030303
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,NOF,5.0,9.0,4.0,1,-80.0
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,NOM,3.0,5.0,2.0,1,-66.66666666666666
05cfe4a843bcf6fc141c14ab15dec213cff3b76b,WMC,3.0,6.0,3.0,1,-100.0
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,DIT,0.0,3.0,3.0,8,
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,FANIN,0.0,0.0,0.0,8,
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,FANOUT,19.0,18.0,-1.0,8,5.263157894736842
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,LCOM,0.0,1.0,1.0,8,
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,LOC,1089.0,1087.0,-2.0,8,0.18365472910927455
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,NOF,81.0,77.0,-4.0,8,4.938271604938271
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,NOM,68.0,68.0,0.0,8,0.0
05d4be199bbc8a3aceb946fb2fb7094fa6357eb0,WMC,82.0,82.0,0.0,8,0.0
05dc24018e63b49fd76cfa08ab8475bcf875cb68,DIT,0.0,0.0,0.0,1,
