entity_kind,refactoring_type,metric,count,mean,median,std,min,max
type,Move Source Folder,FANOUT,98,-0.030612244897959183,0.0,0.5067397638849008,-3.0,1.0
type,Move Source Folder,LCOM,98,-0.020708399503820113,0.0,0.15077067608046374,-0.75,0.2857142857142857
type,Move Source Folder,LOC,98,-0.336734693877551,0.0,6.947437230606472,-23.0,19.0
type,Move Source Folder,NOF,98,-0.11224489795918367,0.0,0.8480742656308156,-4.0,2.0
type,Move Source Folder,NOM,98,0.04081632653061224,0.0,1.2428630677156358,-4.0,5.0
type,Move Source Folder,WMC,98,0.11224489795918367,0.0,1.3838736389876936,-5.0,5.0
type,Remove Class Annotation,DIT,591,0.030456852791878174,0.0,0.19068021259204135,-1.0,1.0
type,Remove Class Annotation,FANIN,591,0.10490693739424704,0.0,0.6371224636579323,-10.0,4.0
type,Remove Class Annotation,FANOUT,591,-0.09983079526226735,0.0,1.278976009289533,-8.0,9.0
type,Remove Class Annotation,LCOM,591,0.024514243224837244,0.0,0.5282461846961588,-2.0,2.0
type,Remove Class Annotation,LOC,591,4.7241962774957695,0.0,21.825659133201405,-143.0,128.0
type,Remove Class Annotation,NOF,591,-0.02030456852791878,0.0,3.194209895456673,-12.0,64.0
type,Remove Class Annotation,NOM,591,1.4602368866328257,0.0,4.24519979502989,-38.0,43.0
type,Remove Class Annotation,WMC,591,1.6785109983079527,0.0,5.018088820082276,-38.0,43.0
type,Remove Class Modifier,DIT,38,0.0,0.0,0.0,0.0,0.0
type,Remove Class Modifier,FANIN,38,-0.07894736842105263,0.0,0.881693056456553,-2.0,3.0
type,Remove Class Modifier,FANOUT,38,-0.05263157894736842,0.0,0.39914560244200475,-1.0,1.0
type,Remove Class Modifier,LCOM,38,-0.02475539811066127,0.0,0.4158036362678813,-2.0,1.0
type,Remove Class Modifier,LOC,38,2.8421052631578947,2.5,6.744472474670881,-8.0,36.0
type,Remove Class Modifier,NOF,38,0.2631578947368421,0.0,0.7599505861004168,-1.0,3.0
type,Remove Class Modifier,NOM,38,0.18421052631578946,0.0,0.9545131250182725,-3.0,4.0
type,Remove Class Modifier,WMC,38,0.2631578947368421,0.0,1.1073272063681159,-3.0,5.0
type,Rename Class,DIT,270,-109.51481481481481,0.0,1482.9640762515353,-23661.0,1.0
type,Rename Class,FANIN,270,-0.03333333333333333,0.0,1.1547541942208448,-8.0,10.0
type,Rename Class,FANOUT,270,-0.07407407407407407,0.0,0.9257138680479788,-5.0,4.0
type,Rename Class,LCOM,270,0.0017413960167583368,0.0,0.3680358428743261,-1.0,2.0
type,Rename Class,LOC,270,3.640740740740741,0.0,57.76687387180807,-529.0,447.0
type,Rename Class,NOF,270,0.06666666666666667,0.0,2.8250078132602425,-18.0,27.0
type,Rename Class,NOM,270,0.08888888888888889,0.0,5.818144502527624,-53.0,76.0
type,Rename Class,WMC,270,0.42962962962962964,0.0,11.761913672749666,-76.0,94.0
type,Rename Package,DIT,1,0.0,0.0,,0.0,0.0
type,Rename Package,FANIN,1,1.0,1.0,,1.0,1.0
type,Rename Package,FANOUT,1,0.0,0.0,,0.0,0.0
type,Rename Package,LCOM,1,-0.5,-0.5,,-0.5,-0.5
type,Rename Package,LOC,1,6.0,6.0,,6.0,6.0
type,Rename Package,NOF,1,0.0,0.0,,0.0,0.0
type,Rename Package,NOM,1,2.0,2.0,,2.0,2.0
type,Rename Package,WMC,1,2.0,2.0,,2.0,2.0
type,Split Class,DIT,10,0.2,0.0,0.42163702135578396,0.0,1.0
type,Split Class,FANIN,10,-0.7,0.0,1.2516655570345725,-3.0,0.0
type,Split Class,FANOUT,10,0.2,0.0,0.4216370213557839,0.0,1.0
type,Split Class,LCOM,10,0.20666666666666664,0.0,0.418639772667695,0.0,1.0
type,Split Class,LOC,10,-7.8,-11.0,30.110168086914133,-52.0,66.0
type,Split Class,NOF,10,-0.1,0.0,0.5676462121975466,-1.0,1.0
type,Split Class,NOM,10,-1.8,-1.5,3.7058512292499457,-9.0,5.0
type,Split Class,WMC,10,-1.9,-3.0,4.886489310105751,-9.0,9.0
